SLNo,InstitutionName,Address,Code, InstitutionType,ContactNumber,,
1147,SJM Polytechnic (Nelamangala),,S-1405,professional,"9008811477, 7353449921",,
1148,SJP First Grade College,,NEW-59,Degree/ Professional,9880331399/9738521278,,
1149,SJR Women College,,C-20845,Degree/ Professional,080-23359474/23303463,,
1150,SJRC Arts,,C-20805,Degree/ Professional,"+91 80-2226 4952, 2225 0245",,
,,,,,,,
1151,Skites Degree College,,BMTC-162,Degree/ Professional,080-28393304/ 7406973304/05,,
,,,,,,,
1152,SKM Teachers College,,C-20600,professional,"080 23477157, 9880271871",,
,,,,,,,
1153,Skybird Aviation,,BMTC-134,professional,9886673876/ 9036011209,,
,,,,,,,
1154,SLN College of Arts Commerce (KR Market),,C-21121,Degree/ Professional,080 26708314,,
1155,SLN First Grade College,,C-50341,Degree/ Professional,080-26708314,,
1156,SLN Teachers Training Instiute,,AS-002,professional,080-26704389,,
1157,Smt Gangamma Hombegowda First Grade College,,C-21127,degree/ Professional,"080-22118134,",,
1158,Smt Kamala Bai Degree College,,C-20676,Degree/ Professional,080 223421012 / 32402657,,
,,,,Page 12,,,
,,,,,,,
1159,Smt Lakshmi Devi College of Nursing,Bangalore,professional,9342874954,,,
1160,Smt Mehras College of Education,Horamavu,Degree/ Professional,"(080) 25426741/ 41634200/ 25484020, Mobile: 9945696360",,,
1161,Smt Mehra's College of Management Studies & Science,Horamavu,Degree/ Professional,"(080) 25426741/ 41634200/ 25484020, Mobile: 9945696360",,,
1162,Smt Nagarathanamma College of Nursing,Bangalore,professional,9980097317,,,
1163,Smt Nagarathnamma School of Nursing,Acharya Post office,professional,9740838403,,,
1164,Smt Nalini Raghunath Rao Degree College (Jigani),Jigani,Degree/ Professional,9902868262,,,
1165,SN Bhat College of Commerce & Business Management,Bangalore,Degree/ Professional,080 26422627,,,
1166,Sneha College of Nursing,Bangalore,professional,"080-25430306 , 25436736",,,
1167,Sofia College of Nursing,Bangalore,professional,080-65737800,,,
1168,Sophia Degree College (K G halli),"Shampura Main Road, KG halli",Degree/ Professional,8069999924,,,
1169,Soundarya Institute of Management & Science,Nagasandra,Degree/ Professional,"080 28390024, 64503637",,,
1170,South Asia Institute of Advanced Christian Studies,Kothanur,Degree/ Professional,(80) 28465649 / 28465344,,,
1171,Spurthy College of Nursing,Bangalore,professional,"91 80 27827777,80 27827779, +91 8970999998",,,
1172,Spurthy College of Science & Management Studies,"Marasur Gate, Anekal",Degree/ Professional,"080 27827777, 8970999998",,,
1173,Spurthy Institute of Nursing,Bangalore,professional,"080 27827777,","27827779, 8970999998, 095385 40707",,
1174,SRC Institute of Business Management,Bangalore,Degree/ Professional,"9620770199, 8022261148",,,
1175,Sree Balaji Degree College,Hanumanthanagar,Degree/ Professional,080 26507292,,,
1176,Sree Cauvery Management College (Kodihalli HAL 2nd,Kodihalli HAL 2nd Stage,C-20921,Degree/ Professional,08025210011 / 25200733,,
1177,Sree Omkar College of Commerce & Management,Bagalur Road,Degree/ Professional,080-28478662,,,
1178,Sree Srinivasa Industrial Training Centre,"Yelachenahalli, Kanakapura Main Road",professional,8026662897,,,
,,"No. 121, Yelachenahalli, Near",,,,,
1179,Sree Srinivasa ITI,,professional,080-26662897/ 9880486167,,,
,,"Govardhan Garden, Bengaluru-62",,,,,
1180,Sree Venkateshwara School of Nursing,Bangalore,professional,"099024 33338, 08028363999,08028363888",,,
1181,Sri,Bangalore,Degree/ Professional,080-23493096,,,
,,"No. 22, Gangusa Layout, Kalkere",,,,,
1182,Sri,"Main Road, Ramurthynagara,",professional,9243448127,,,
,,Bengaluru-16.,,,,,
1183,Sri Adi Chunchanagiri College of Business Managemen,Vijayanagar,C-21048,Degree/ Professional,080 41270033,,
1184,Sri Aravinda Industrial Training Center (Sanjaynaga,Sanjaynagar Doddaballapur,PR-29001232,professional,9886155830,,
1185,Sri Aurbindo First Grade College for Women,Mahalakshmipuram,Degree/ Professional,"080 23492449, 23490843",,,
1186,Sri Ayyappan ITI (Jayamahal),Jayamahal,professional,"080 23433008, 9886964437",,,
,,"No. 37, Sri Mata Sadguru Krupa",,,,,
1187,Sri Banashankari ITI,"Building, Parvathapura Road,",professional,,,,
,,Devanahalli - 562110,,,,,
1188,Sri Banashankari ITI,Devanahalli,professional,9611290415,,,
1189,Sri Basavaraja Swamy College of Nursing,Bangalore,professional,+91 81478 87526 / 94825 09200,,,
1190,Sri Basaveshwara First Grade College For Women(Nela,Nelamangala,C-51639,Degree/ Professional,"080 27722511, 9964972856",,
1191,Sri Chamarajendra Samskrita College,Bangalore,Degree/ Professional,080-2670 1303,,,
1192,Sri Devaraj Urs Institute of Management,Kodigehalli Doddaballapura,Degree/ Professional,"080 27404215, 9663397471",,,
1193,Sri Jayachamarajendra(Govt)Polytechnic,Bangalore,professional,"8022343031, 9481474515",,,
1194,Sri Jayadeva Institute of Physiotherapy (Gurappanap,Gurappanapalya,NEW-7,Professional/ Medical,"080 22977281, 305",,
1195,Sri K Shivaram Industrial Training Centre (Ramamurt,Ramamurthynagar,PR-29000560,professional,9243448127,,
1196,Sri Kalabhyraveshwara Swamy College of Nursing,Bangalore,professional,"080-23185229, 23185231",,,
1197,Sri Kalabyreshwara Ayurvedic Medical College,Bangalore,Medical,080-23407806/ 91-9449831620,,,
1198,Sri Kongadiayappa College,Doddaballapura,Degree/ Professional,9845185052,,,
1199,Sri Kongadiayappa College of Education,Bangalore,Degree/ Professional,9845185052,,,
1200,Sri Krishana Institute of Technology,Bangalore,Technical,"080 6579 0005, +91-80-28392221",,,
1201,Sri Krishna College of Education B Ed(Devanahalli),Bychapura,APSO-2069,professional,9980416087,,
1202,Sri Krishna College of Nursing,Bangalore,professional,080 - 283922219620315133,,,
1203,Sri Krishna Degree College,BSK 3rd Stage,Degree/ Professional,080–26690799/26796020/55365825,,,
1204,Sri Krishna ITI (Devanahalli),Devanahalli,professional,9945222132,,,
1205,Sri Krishna Polytechnic,"Chikkabellandur, Sarjapura Road",professional,"080-28439384, 9844504290",,,
1206,Sri Krishna Polytechnic (Chikkabanavara),Chikkabanavara,professional,"8065717393, 9845143615",,,
1207,Sri Krishna Rukmini College of Nursing,Bangalore,professional,9740804541/,080-64500286,,
1208,Sri Lakshmi College of Management & Science,Bangalore,Degree/ Professional,"080 23585832, 9538499988",,,
,,"Konena Agrahara, Old Airport",,,,,
1209,Sri M Visvesvaraya First Grade College,,Degree/ Professional,25229188/ 2522226,,,
,,"Road, Bengaluru-17.",,,,,
1210,Sri Mangilal Sundar Bai Gotawat Jain College of Art,Indiranagar IInd stage,C-21113,Degree/ Professional,080 25250843/ 26623701,,
,,"Opp. Mission Hospital, T.G Extn.",,,,,
1211,Sri Maruthi Degree College,,Degree/ Professional,9008470068,,,
,,"Hoskote, Bengaluru-114.",,,,,
1212,Sri Nirvanaswamy College of Nursing,Bangalore,professional,N/A,,,
1213,Sri Raghavendra,Bangalore,professional,9742162365,,,
1214,Sri Raghavendra College of Education,Chikkabanavara,Degree/ Professional,080 65790005,,,
1215,Sri Raghavendra College of Pharmacy,Bangalore,professional,9742162365,,,
1216,Sri Raghavendra ITI (Basaveshwaranagar),Basaveshwaranagar,professional,9886629502,,,
1217,Sri Rajiv Gandhi College of Dental Sciences,Bangalore,Medical,"80-23339377, 23631145, 23335985, 23435559",,,
1218,Sri Ramakrishna College of Nursing,Bangalore,professional,8041219977,,,
1219,Sri Revana Siddeshwara Institute,Bangalore,Technical,"099728 56004,","080-33647779 ( ext-1), 8088722111",,
1220,Sri Rudreshwara Samskrit College,Bangalore,Degree/ Professional,"98446 60756, 97428 24076",,,
1221,Sri S Nijalingappa Medical Education Centre (Shivaj,Shivajinagar,KA-01 PMC(10),Medical,080 25360590,,
1222,Sri Sadguru Sainath Degree College,Koodlu village,Degree/ Professional,080 60015717/ 09343706195,,,
1223,Sri Sai College for Women,Rajajinagar II Stage,Degree/ Professional,080 23324716,,,
1224,Sri Sai Ram Degree College,Bangalore,Degree/ Professional,080 41255114,,,
1225,Sri Sairam College of Engineering,Bangalore,Technical,"080 2663 5623 /22455361, 9113053745",,,
1226,Sri Sarvajna college of Education,Bangalore,Degree/ Professional,0802-3111242,,,
1227,Sri Sathya Narayana ITI (Herohalli),"Herohalli,Magadi Road",professional,9886629502,,,
1228,Sri Sathya Sai College,Bangalore,Degree/ Professional,"080 28004600, 28411500",,,
1229,Sri Sathya Sai Institute of Higher Medical Sciences,Bangalore,Degree/ Professional,"080 28004600, 28411500",,,
1230,Sri Sathya Sai Institute of Medical Sciences,Bangalore,Professional/ Medical,"080 28004600, 28411500",,,
,,"No. 150, Kempegowda Naraga,",,,,,
1231,Sri Sathyanarayana ITI,"Herohalli North, Vishwanidam",professional,9886629502,,,
,,"Post, Magadi Road, Bengaluru-91.",,,,,
1232,Sri Shanthini College of Nursing,Bangalore,professional,9845109568,,,
1233,Sri Shanthini School of Nursing,Bangalore,professional,9845109568,,,
,,"Chairman M. Narasimhaiah Layout,",,,,,
1234,Sri Sharada First Grade College,"Byatarayanapura, Mysore Road,",Degree/ Professional,8026743707,,,
,,Bengaluru-26.,,,,,
1235,Sri Sharada Nursing College (Uttarahalli),Uttarahalli,professional,8026390826,,,
,,"Behing Govt. Hospital, Choki",,,,,
1236,Sri Shivayogi Muneshwaraswamy ITI,"Mutt, BM Road, Bidadi, Bengaluru-",professional,9916080448,,,
,,562117,,,,,
1237,Sri Siddagana Arts and Commerce College,Nelamangala,Degree/ Professional,080 27101204,,,
,,"Near KSRTC Bus Stand, BB Road,",,,,,
1238,Sri Siddaramaiah Law College,"Vapasandra, Chikkballapura-",professional,9980828277/ 08156-272030,,,
,,562101,,,,,
1239,Sri Soubhagaya Lalitha College of Nursing,Bangalore,professional,9886170470,,,
1240,Sri Sri Ayurvedic Medical College,Bangalore,Medical,"8095723044, 7760635804",,,
1241,Sri Vagdevi School of Nursing,Bangalore,professional,"080-28390580, 9902623080",,,
,,"Vibhuthipura, Veerasimhasana",,,,,
1242,Sri Veerabhadraswamy ITI,"Samstana Mutt, Marathalli,",professional,9845797990/ 080-25237234,,,
,,Bengaluru-37,,,,,
1243,Sri Venkataraju Institute of Management,KR Layout JP Nagar 6th Phase,Degree/ Professional,"080 41722112, 41722907",,,
1244,Sri Venkataraju Institute of Tech,Bangalore,Technical,9986633773,,,
1245,Sri Venkateshwara College of Education,"Maruthinagar, Madivala",Degree/ Professional,"9886447657, 41106363",,,
1246,Sri Venkateshwara College of Engineering,Bangalore,Technical,"080 3271 7536, 08032717535,08028477460,9916775988",,,
1247,Sri Venkateshwara College of Nursing (Peenya),Bangalore,professional,91-80-4127 2515 / 9880514523,,,
,,,Page 13,,,,
,,,,,,,
1248,Sri Venkateshwara College of Science & Management StudiesK.R. Puram,,Degree/ Professional,080–65468144,,,
1249,Sri Venkateshwara Dental College & Hospital (Banner,Bannerughatta,D-008,Medical,"080-27803521, 27803522, 9986284320",,
1250,Sri Venkateshwara First Grade College,Maruthinagar,Degree/ Professional,9886447657/ 080 - 41106363 / 25634984,,,
1251,Sri Venkateshwara Institute of Nursing Sciences (Ho,Bangalore,C-44870,professional,"09448275555, 985030169",,
1252,Sri Venkateshwara Polytechnic (Bannerghatta),Bangalore,professional,9448186982,,,
1253,Sri Venkateshwara School of Nursing,Bangalore,professional,"099024 33338, 08028363999,08028363888",,,
1254,Sri Vidya ITI,"W.O.C Road, Rajajinagara",professional,8023302626,,,
1255,Sri Vidya Vinayaka Institute of Technology (Vinayak,"Vinayakanagar, Dodda Alada Mara",NEW-61,Technical,9972209777,,
1256,Sri Vinayaka Para Medical College,K R Puram,professional,"8025618353, 9481215924",,,
1257,Sri Vishnu College of Nursing,Bangalore,professional,91 - 96636 30666 /,80 2839 4135,,
1258,Sri Vishnu School of Nursing,Bangalore,professional,"9663630666, 8028394135",,,
1259,Srilakshmi College of Nursing,Bangalore,professional,"09449226807 , 9845227354",,,
1260,Srilakshmi College of Nursing (Sunkadakatte),Sunkadakattae,professional,"080 23585832, 9538499988",,,
1261,Srinidhi College of Nursing (Hommadevanahalli),Bangalore,professional,080-23329909/ 8880090611,,,
,,"N0. 33/1, Byarathi Ext. Hennur-",,,,,
1262,Srinivasa College of Pharmacy,"Bagluru Main Road, Kottanur Post,",professional,080-28443064/ 9880462926,,,
,,Bengaluru-77,,,,,
,,"CA Site No. 21,5th Phase, KHB",,,,,
1263,Srishti Institute of Arts Degree and Technology,"Colony, Yelahanka New Town",Degree/ Professional,080-49000800/ 49000801/ 9972072418,,,
,,Bengaluru-64.,,,,,
,,"No. 784, Ring Road, 7th Block, 2nd",,,,,
1264,Srishti School of Business,"Phase, Banashankari 3rd State,",Degree/ Professional,8147764992,,,
,,Bengaluru-85.,,,,,
1265,SRK School of Nursing,Bangalore,professional,"080 23435325, 9448227179",,,
1266,SRN Adarsh Degree College (Chamarajpet),Chamarajpet,Degree/ Professional,080-26677100,,,
1267,Srushti College,Karthik Nagar Marathahalli,Degree/ Professional,"9152769466, 9740388405, 9664645111",,,
1268,SS College of Arts & Commerce,Chamarajpet,Degree/ Professional,"26672669, 9740009995",,,
1269,SSK Degree College (Chandra Layout),Chandra Layout,Degree/ Professional,080-23397700,,,
1270,SSR College of Science &,Vijayanagar,Degree/ Professional,9448884488/9620929000/ 080 – 23107336 /23113811,,,
1271,SSR College of Science & Management Studies,Kylasanahalli KR Puram,Degree/ Professional,080 28443576,,,
1272,St Aloysius Degree College (Coxtown),Cox Town,Degree/ Professional,080 – 25466393,,,
1273,St Annes,Halasur,Degree/ Professional,080 25544454,,,
1274,St Annes Frist Grade College For Women (Ramamurthy,Ramamurthynagar,C-20836,Degree/ Professional,8025651079,,
1275,St Anns First Grade College for Women,Millers Road,Degree/ Professional,080 22383421,,,
1276,St Claret College,Sharadambangar,Degree/ Professional,"080 28383175, 23455151",,,
1277,St Francis B Ed College,Koramangala,professional,080 25531076/ 25500123/ 25501030,,,
1278,St Francis de Sales College (PG) Huskur Gate,"Hebbagodi, Electronic city",Degree/ Professional,9591923435,,,
1279,St George College of Management,Banasawavdi OMBR Layout,Degree/ Professional,080 – 25450193 / 25450194,,,
1280,St George College of Nursing,Bangalore,professional,9845 062 687/ 9742 575 774,,,
1281,St George School of Nursing,Bangalore,professional,080 2545 0193,,,
1282,St Hopkins College of Management (Adugodi),Adugodi,Degree/ Professional,8022113435,,,
1283,St Hopkins International College (Kalyana Nagara),Bangalore,Degree/ Professional,9986057316,,,
1284,St Jeromes First Grade College (Carmelaram),"Ambedkar Nagar, Mullur",Degree/ Professional,"080-28439536, 9886893331",,,
1285,St John’s College of Pharmacy,Bangalore,professional,9180-23300668,,,
1286,St John’s College of Physiotherapy,Bangalore,Professional/ Medical,28566115,,,
1287,St John's College,Vijayanagara,Degree/ Professional,N/A,,,
1288,St John's College of Nursing,Bangalore,professional,080 - 25520780,,,
1289,St John's Institute of Nursing,Bangalore,professional,91-080-23210044,,,
1290,St John's Medical College & Hospital,Bangalore,Medical,"080 2206 5008, +91 080 22064052",,,
1291,St John's Medical College (Madivala Checkpost),"Johnnagar, Sarjapura Road",Professional/ Medical,8049466006,,,
1292,St John's Medical College (RDT),Bangalore,Professional/ Medical,91 080 22064052,,,
1293,St John's Medical College,Bangalore,Professional/ Medical,91 80 4946 6029; 91 80 4946 6030; 91 80 4946 6031,,,
1294,St John's School of Nursing,Bangalore,professional,"080 2206 5008, +91 080 22064052",,,
1295,St Joseph Nursing School,Madiwala,professional,"080 65739223, 9845065769",,,
1296,St Josephs Arts & Science College,Lalbhag Rd,Degree/ Professional,080 2227 4079/ 2221 1429,,,
1297,St Josephs College of Commerce,Museum Road,Degree/ Professional,080 25360644/46,,,
1298,St Josephs College of Law,Bangalore,professional,"080-2222 3352, 2222 3353",,,
,,"No. 28/1, Primerose Road,",,,,,
1299,St Joseph's Institute of Management,,professional,080-25597781,,,
,,Bengaluru-25,,,,,
1300,St Martha's Hospital School of Nursing,Bangalore,professional,"080 2229 3669, 22293956, 9449121971",,,
1301,St Mary School of Nursing,Bangalore,professional,080- 60503737,,,
1302,St Mary’s Institute of Nursing,Bangalore,professional,080- 60503737,,,
1303,St Marys School Of Nursing,Bangalore,professional,090085 28855,,,
1304,St Patricks Industrial Training Centre (Brigade Roa,Brigade Road,PU-29000181,professional,9342996738,,
1305,St Pauls College (Nelagadaranahalli),Nelaghadarenahalli,Degree/ Professional,9167088531,,,
,,"No. 1, 2nd Main Road, BDA",,,,,
1306,St Paul's College of Education,"Layout, Prashanthnagar,",Degree/ Professional,9035116429/ 8050850737,,,
,,"Vijayanagara West, Bengaluru-79.",,,,,
,,"Kotaganahalli, Bikkanahalli Road,",,,,,
1307,St Philomena's First Grade College,,Degree/ Professional,7996926756/ 9743261992,,,
,,"Sarjpur, Bengaluru-562125",,,,,
1308,St Philomena's Hospital,Bangalore,Medical,080 4016 4433,,,
1309,St Philomina's College of Nursing,Bangalore,professional,080-25575705,,,
1310,St Teresas Degree College for Women (Royan Circle C,Bangalore,C-51674,Degree/ Professional,080 26705637,,
1311,St Teresas Womens Teachers Training institute,Chamarajpet,professional,8026704528,,,
1312,St Theresa Institute of Management Studies,Mallasandra,Degree/ Professional,080 – 23721148,,,
1313,St Theresa School of Nursing,Bangalore,professional,"9845599638, 9620375440",,,
,St Theresa's Women's Teacher's Training,,,,,,
1314,,"Chamrajpet, Bengaluru-18.",professional,080-25704529,,,
,Institute,,,,,,
,,"P.B.No. 4321, Kalyan Nagar,",,,,,
1315,St Vincent Pallotti Degree College,,Degree/ Professional,080 25440930,,,
,,Bengaluru-43.,,,,,
1316,Subramanya College of Education,"BEL Layout, Anjananagara",Degree/ Professional,9731914219,,,
1317,Surana College (South End),South End Circle,Degree/ Professional,080 – 22446141 / 26642292,,,
1318,Surana College(Peenya),Peenya 2nd Stage,Degree/ Professional,9742818795/ 9108433633,,,
1319,Surarna College,Kengeri,Degree/ Professional,080-28486327,,,
1320,Surya College of Nursing,Bangalore,Degree/ Professional,"9849998807, 9866845845",,,
1321,Surya Nursing School,Bangalore,professional,"098499 98807, 080-2847 0620",,,
1322,Sushruta School of Nursing,Bangalore,professional,"080 41187600, 41187664, 41187698",,,
1323,Sushrutha Ayurvedic Medical College,Bangalore,Medical,9845766665 OR 9035743670,,,
1324,Sushrutha Institute of Nursing,Bangalore,professional,"080 26892450, 26589979, 09845191839",,,
1325,Sushrutha School of Nursing,Bangalore,professional,"080 - 26892450, 26793209, 26793210",,,
1326,SVCK ITI (Thyagarajanagara),Thyagarajanagara,professional,"8026769878, 9448048816",,,
1327,SVN College of Nursing Gayathrinagar,Bangalore,professional,9686932999,,,
1328,SVR College of Commerce & Management Studies,Samasandra Palya HSR Sector-2,Degree/ Professional,"080 65382092, 9886461664",,,
1329,Swamy Narayan Institute of Science & Management,Kanminaki Kumbalagodu,Degree/ Professional,"080 28437261, 32985000",,,
1330,Swamy Vivekananda College of Nursing,Bangalore,professional,"094484 31397, 9740 505 555",,,
1331,Swamy Vivekananda Rural First Grade College,Chandapura,Degree/ Professional,080 27831900,,,
1332,Swamy Vivekananda(Pvt)ITI,"Vijayapura, Devanahalli",professional,"080-27668142, 9844785042",,,
1333,Symbiosis Institute of Business Management,Bangalore,Degree/ Professional,"080-6713 9535 / 6713 9536, 080-6713 9573 / 6713 9575",,,
1334,Symbiosis School of Media and Communication,Bangalore,Degree/ Professional,"91-80-67139520, 67139521, 67139587, 67139506",,,
1335,T E S Polytechnic,Bangalore,professional,9986633773,,,
1336,T John College,Gottigere,Degree/ Professional,08040250555/25092057/9845379468,,,
1337,T John College of Nursing,Bangalore,professional,080 4025 0555,,,
1338,T John College of Pharmacy,Bangalore,professional,"080-28429123 , 40250555",,,
1339,T John Institute of Management & Science,Gottigere,Degree/ Professional,"080 40250562, 40250507",,,
1340,T John Institute of Technology,Bangalore,Technical,"080-40250555, 080-25597817, 9449612087",,,
1341,TASMAC College,Kudlugate,Degree/ Professional,080 32509800/01/02/03,,,
1342,Teachers Academy Degree College (Kalyan Nagar),"HBR Layout, Kalyana Nagara",Degree/ Professional,9844340872,,,
,,,Page 14,,,,
,,,college list,,,,
1343,Teachers Academy Group Of Institutions,Bangalore,C-57358,Degree/ Professional,8048848824,,
1344,Teachers Law College,Bangalore,C-9803,professional,9731110652/9066221264,,
,,"No. 17-G, 41th Main, 2nd Stage,",,,,,
1345,The Apparel Training And Design Centre,"MEI Road, Industrial Suburb,",BMTC-174,professional,080-41283829,,
,,"Yeshvantpur, Bengaluru-22.",,,,,
,,"6th Cross, Hechins Road,",,,,,
1346,The Association Of People with Desiblity,"Road, Lingarajapuram, Bengaluru-",BMTC-169,Degree/ Professional,9740184768/ 080-25475165,,
,,84,,,,,
1347,The Bangalore Social & Educational Institute Of Man,Rajarajeshwari Nagara,C-50016,Degree/ Professional,8028603500,,
1348,The Capitol College of Nursing,Bangalore,C-40315,professional,9886894953,,
1349,The Capitol School of Nursing,Bangalore,S-4379,professional,"078296 60999,","080-26851095, 26851104",
1350,The East Point College of,Bidarahalli,C-20797,Degree/ Professional,"8028472999, 9916865999",,
1351,The Karnataka College of Nursing,Bangalore,C-40124,professional,"9342582809, 9844057967, 9448070000, 9632773100",,
,,"No. 1008, Idial Homes Township,",,,,,
1352,The Kingdom College,"Jayanna Circle, RR Nagara,",BMTC-102,Degree/ Professional,9663588599/ 8028601008,,
,,Bengaluru-98.,,,,,
1353,The Oxford College of Business Management,HSR Layout,C-20844,Degree/ Professional,080 – 30266353,,
1354,The Oxford College of Education,J P Nagar 1st Phase,C-21213,Degree/ Professional,"080- 0266 9532,3041",,
1355,The Oxford College of Engineering,Bommanahalli,C-1377,Technical,08030219601 /080 602604,,
1356,The Oxford College of Hotel Management,J P Nagar 1st Phase,C-20817,Degree/ Professional,"080 - 3041 0524, 0501 / 0502",,
1357,The Oxford College of Law (HSR Layout),HSR Layout,C-9857,professional,8019291829,,
1358,The Oxford College of Nursing,Bangalore,C-40573,professional,080-30219803,,
1359,The Oxford College of Pharmacy,Hongsandra,P009,professional,080 30219821,,
1360,The Oxford College of Physiotherapy,Bangalore,C-40570,Professional/ Medical,080 3021 9829,,
1361,The Oxford College of Science,HSR Layout,C-21074,Degree/ Professional,080– 30266302,,
1362,The Oxford Dental College,Bangalore,C-40321,Medical,"8030219733,",8030219704,
,,"Hosur Road, Yadavanahalli,",,,,,
1363,The Oxford Medical College Hospital,,C-53597,Medical,"8971172337, 91-80-30847101",,
,,"Attibele, Bengaluru-107.",,,,,
1364,The Oxford Polytechnic,J P Nagar,S-1462,professional,9448834759,,
1365,The Regency College of Education,Vidyaranyapura,C-21072,Degree/ Professional,"9916421899, 080 23642370/64502511",,
1366,The Richmond Psychosocial and Rehablitation,Bangalore,C-40519,Degree/ Professional,080-22446734 / 26672983 / 26676134,,
1367,Tirumala College of Commerce & Business Management,Machohalli,C-20803,Degree/ Professional,8023586868,,
,,"No. 200, 4th Main, Chamrajpet,",,,,,
1368,Trisha College Commerce and Management,,BMTC-22,Degree/ Professional,9379551552/ 9980653711,,
,,Bengaluru-18,,,,,
1369,Triveni Institute of Commerce and Management,Bagalagunte,C-58889,Degree/ Professional,"80-23721148, 28397648",,
1370,United Degree College,Bangalore,C-57772,Degree/ Professional,8022278695/ 22112310,,
1371,United Mission Degree College,"Mission Road, Bangalore",C-20644,Degree/ Professional,8022278695/ 22112310,,
1372,Universal College of Commerce,R T Nagara,NEW-68,Degree/ Professional,SZ,,
1373,Universal College of Computer Application,Magadi Main Road,C-20712,Degree/ Professional,080 – 23352571/ 23111020,,
1374,Universal College of Nursing,Bangalore,C-40487,professional,9448721208,,
1375,Universal School Of Administration,Bangalore,C-58944,Degree/ Professional,9686664981 / 9686664983 / 96686664985,,
1376,Universal School Of Nursing,Bangalore,S-4386,professional,"080 2649 4483, +91948 180 3414",,
1377,University College of Physical Education,Bangalore,C-17611,Degree/ Professional,080-22961722,,
1378,University Law College,Bangalore,C-17610,professional,080 22961172,,
1379,University of Agriculture sciences (GKVK),"Hebbala, Bangalore",NEW-5,professional,"080-23330153, 0984",,
1380,University Vishweshwaraya College of Engineering,Bangalore,C-17613,Technical,"094482 14440, 7411007918",,
1381,US Business School Degree College,"Frazer Town, Bangalore",NEW-69,Degree/ Professional,8105607504,,
1382,V E T B V L Polytechnic,Bangalore,S-1464,professional,"8026586808, 9945293723",,
1383,V H D Central Institute of Home Science,Seshadri Road,C-21223,professional,"080-22200233, 9448884516",,
1384,V S S College of Nursing,Bangalore,C-40239,professional,"9880786252,",080-23302397,
1385,V S S School Of Nursing,Bangalore,S-4388,professional,"080 28482800, 9538313131",,
1386,Vagdevi College Of Nursing,Chikkabanavara,C-40404,professional,9902623080,,
1387,Vagdevi Degree College,Chikkabanavara,C-52490,Degree/ Professional,"080 28393941, 9448266864, 9113098078",,
1388,Vagdevi Nursing School,Chikkabanavara,S-4389,professional,9902623080,,
1389,Vagdevi Vilas College,Bangalore,C-52320,Degree/ Professional,9686577172,,
1390,Valley School Of Nursing,Bangalore,S-4391,professional,080 23594173,,
1391,Varalakshmi Hospital College of Nursing,Bangalore,C-40324,professional,"9900280118,",080-28399911,
1392,Varalakshmi School Of Nursing,Bangalore,S-4394,professional,080 28399911/28370294,,
1393,Vasavi Gnanapeeta Polytechnic,Bangalore,S-1466,professional,9844179729,,
1394,Vasavi Institute of Management & Advanced Studies,BSK 2nd Stage,C-21112,Degree/ Professional,080 – 41312421,,
1395,Vasavi Jnanapeeta First Grade College,Vijayanagar,C-20624,Degree/ Professional,"080-23300532, 23203342",,
,,"Krishna Indira Building, No.",,,,,
,,"25/1A&1B, Sharadanagar,",,,,,
1396,Vedantha College PU & Degree,,BMTC-120,Degree/ Professional,080-26861268/ 9900622220,,
,,"Vasanthpura Main Road, Bengaluru-",,,,,
,,61,,,,,
1397,Veerayoga institute of allied health sciences,Martahalli,KAR -5040,professional,9035295456,,
1398,VEIT Degree College,South End Circle,C-21095,Degree/ Professional,080 26546104,,
1399,Vemana Institute of Technology,Koramangala,C-1288,Technical,"080 2552 9875, +91 6361750686",,
1400,VET First Grade College,J.P. Nagar,C-20829,Degree/ Professional,080 26586808/26584760/26582348,,
1401,Veterinary College,Bangalore,C-30190,Degree/ Professional,"080-23411483 , 23410509",,
1402,Vidhya Vahini first grade college,R.T Nagar,C-20799,Degree/ Professional,080 23538869/23433507/9343865939/9343788198,,
1403,Vidya Sagar First Grade College,Chandra Layout,C-21189,Degree/ Professional,080 2321 4806,,
1404,Vidya Sanskar Instiute of Science,"Machohally gate, Magadi Main Road",C-20879,Degree/ Professional,"9900505885, 28535286/27, 28536855/56",,
1405,Vidya Sri Private ITI,Hosakote,KE-362ETI,professional,9743475114,,
1406,Vidya Vardhaka Sangha First Grade College,Basaveshwaranagar,C-20873,Degree/ Professional,9902249060,,
1407,Vidya Vikas Polytechnic,Bangalore,S-1468,professional,"8028604139, 9035713267",,
1408,Vidyakirana Institute of Nursing Sciences,Bangalore,C-40264,professional,"080-26850687, 8593004268, 9986796020",,
1409,Vidyakirana School Of Nursing,Bangalore,S-4397,professional,"085930 04268, 080 26850687",,
1410,Vidyashree ITI,Laggere,PU29000738,professional,"80-23302626,8884036975",,
,,"Sharabh Munishamaiah Layout,",,,,,
1411,Vidyashree Pvt ITI,,BMTC-170,professional,9743475114/ 9742633976,,
,,Hoskote-562114,,,,,
1412,Vidyavana First Grade College,Bangalore,C-58436,Degree/ Professional,9448089630,,
1413,Vignan Institute Of Nursing,Bangalore,S-4405,professional,"080 2656 3090, 26562777",,
1414,Vijaya College,Jayanagar,C-20793,Degree/ Professional,80-26548890,,
1415,Vijaya College,RV Road,C-21022,Degree/ Professional,080- 26933220/26933221/,2693 3222,
,,"Shidlaghatta Deviation Road,",,,,,
